Alabama,33.02894173430556
Alaska,0.38008864097193124
Arizona,17.93102990763644
Arkansas,19.55240301417774
California,80.97644201057373
Colorado,16.168700458573486
Connecticut,239.63429866071417
Delaware,158.66307578045027
District of Columbia,3333.3449045955886
Florida,96.85992766811646
Georgia,54.409584333835255
Hawaii,44.35784359906697
Idaho,6.17604079797545
Illinois,82.46770511304776
Indiana,64.90352396416803
Iowa,20.156676412236116
Kansas,12.678604657306582
Kentucky,38.94654686935489
Louisiana,33.07372967854867
Maine,14.041275198165996
Maryland,167.6344081264608
Massachusetts,231.8429722595926
Michigan,39.19082738069414
Minnesota,21.99486245514302
Mississippi,22.5582519560123
Missouri,31.235721150066702
Montana,2.4050460217380945
Nebraska,8.618708740207861
Nevada,7.322215578224063
New Hampshire,51.14318097930702
New Jersey,372.7618467409997
New Mexico,5.870893604586613
New York,134.13957489995403
North Carolina,59.40398733394031
North Dakota,3.571131482306517
Ohio,97.69100425738381
Oklahoma,19.275864923715716
Oregon,13.58658704985973
Pennsylvania,103.69320270962696
Rhode Island,260.4846245388349
South Carolina,49.7178294228606
South Dakota,3.832113799743258
Tennessee,52.77329399676124
Texas,31.057880911882307
Utah,10.554940840832
Vermont,24.343062893915743
Virginia,65.43451017442538
Washington,32.503547077612446
West Virginia,29.054716143060556
Wisconsin,31.818251343259078
Wyoming,2.0143292327332407
